A16,A1,A2,A3,A8,A9,A10,A11,A12,A14,A15,A4_0,A4_1,A4_2,A5_0,A5_1,A5_2,A6_0,A6_1,A6_2,A7_0,A7_1,A7_2,A13_0,A13_1,A13_2
1,1,33.50,1.75,4.5,1,1,4,1,00253,857,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,27.67,13.75,5.75,1,0,0,1,00487,500,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,58.42,21.0,10.0,1,1,13,0,00000,6700,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,20.67,1.835,2.085,1,1,5,0,00220,2503,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,26.17,0.25,0.0,1,0,0,1,00000,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,21.33,7.5,1.415,1,1,1,0,00080,9800,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,42.83,4.625,4.58,1,0,0,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,38.17,10.125,2.5,1,1,6,0,00520,196,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,20.50,10.0,2.5,1,0,0,0,00040,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,48.25,25.085,1.75,1,1,3,0,00120,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,28.33,5.0,11.0,1,0,0,1,00070,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,18.75,7.5,2.71,1,1,5,0,-1,26726,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,18.50,2.0,1.5,1,1,2,0,00120,300,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,33.17,3.04,2.04,1,1,1,1,00180,18027,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,45.00,8.5,14.0,1,1,1,1,00088,2000,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,19.67,0.21,0.29,1,1,11,0,00080,99,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,-1,24.50,12.75,4.75,1,1,2,0,00073,444,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,21.83,11.0,0.29,1,1,6,0,00121,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,40.25,21.5,20.0,1,1,11,0,00000,1200,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,41.42,5.0,5.0,1,1,6,1,00470,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,17.83,11.0,1.0,1,1,11,0,00000,3000,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,23.17,11.125,0.46,1,1,1,0,00100,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,-1,0.625,0.25,0,0,0,0,00380,2010,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.17,10.25,1.085,0,0,0,0,00320,13,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,20.00,11.045,2.0,0,0,0,1,00136,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,20.00,0.0,0.5,0,0,0,0,00144,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,20.75,9.54,0.04,0,0,0,0,00200,1000,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,24.50,1.75,0.165,0,0,0,0,00132,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,32.75,2.335,5.75,0,0,0,1,00292,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,52.17,0.0,0.0,0,0,0,0,00000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,0,48.17,1.335,0.335,0,0,0,0,00000,120,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,20.42,10.5,0.0,0,0,0,1,00154,32,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,50.75,0.585,0.0,0,0,0,0,00145,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,17.08,0.085,0.04,0,0,0,0,00140,722,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,18.33,1.21,0.0,0,0,0,0,00100,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
0,0,32.00,6.0,1.25,0,0,0,0,00272,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,59.67,1.54,0.125,1,0,0,1,00260,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,18.00,0.165,0.21,0,0,0,0,00200,40,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,37.58,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,32.33,2.5,1.25,0,0,0,1,00280,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.08,6.75,0.04,0,0,0,0,00140,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,38.25,10.125,0.125,0,0,0,0,00160,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,30.67,2.5,2.25,0,0,0,1,00340,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.58,5.71,0.54,0,0,0,0,00120,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,19.17,5.415,0.29,0,0,0,0,00080,484,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,18.17,10.0,0.165,0,0,0,0,00340,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,24.58,13.5,0.0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,16.25,0.835,0.085,1,0,0,0,00200,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.17,0.875,0.25,0,0,0,0,00280,204,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,23.92,0.585,0.125,0,0,0,0,00240,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,17.67,4.46,0.25,0,0,0,0,00080,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,16.50,1.25,0.25,0,1,1,0,00108,98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,23.25,12.625,0.125,0,1,2,0,00000,5552,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,17.58,10.0,0.165,0,1,1,0,00120,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,-1,1.5,0.0,0,1,2,1,00200,105,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,29.50,0.58,0.29,0,1,1,0,00340,2803,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.83,0.415,0.165,0,1,1,0,00200,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,21.75,1.75,0.0,0,0,0,0,00160,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,23.00,0.75,0.5,0,0,0,1,00320,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,18.25,10.0,1.0,0,1,1,0,00120,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,25.42,0.54,0.165,0,1,1,0,00272,444,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,35.75,2.415,0.125,0,1,2,0,00220,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,16.08,0.335,0.0,0,1,1,0,00160,126,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,31.92,3.125,3.04,0,1,2,1,00200,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,69.17,9.0,4.0,0,1,1,0,00070,6,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,32.92,2.5,1.75,0,1,2,1,00720,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,16.33,2.75,0.665,0,1,1,0,00080,21,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,22.17,12.125,3.335,0,1,2,1,00180,173,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,57.58,2.0,6.5,0,1,1,0,00000,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,18.25,0.165,0.25,0,0,0,1,00280,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,23.42,1.0,0.5,0,0,0,1,00280,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,15.92,2.875,0.085,0,0,0,0,00120,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,24.75,13.665,1.5,0,0,0,0,00280,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,48.75,26.335,0.0,1,0,0,1,00000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,23.50,2.75,4.5,0,0,0,0,00160,25,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,18.58,10.29,0.415,0,0,0,0,00080,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,27.75,1.29,0.25,0,0,0,1,00140,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,31.75,3.0,0.0,0,0,0,0,00160,20,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,24.83,4.5,1.0,0,0,0,1,00360,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,19.00,1.75,2.335,0,0,0,1,00112,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,16.33,0.21,0.125,0,0,0,0,00200,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,18.58,10.0,0.415,0,0,0,0,00080,42,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,16.25,0.0,0.25,0,0,0,0,00060,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,23.00,0.75,0.5,1,0,0,1,00320,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.17,0.25,0.25,0,0,0,0,00280,204,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,17.50,22.0,0.0,0,0,0,1,00450,100000,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1,1,19.17,0.0,0.0,0,0,0,1,00500,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,1,36.75,0.125,1.5,0,0,0,1,00232,113,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,21.25,1.5,1.5,0,0,0,0,00150,8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,18.08,0.375,10.0,0,0,0,1,00300,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1,0,33.67,0.375,0.375,0,0,0,0,00300,44,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,48.58,0.205,0.25,1,1,11,0,00380,2732,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,33.67,1.25,1.165,0,0,0,0,00120,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,29.50,1.085,1.0,0,0,0,0,00280,13,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,30.17,1.085,0.04,0,0,0,0,00170,179,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,-1,40.83,3.5,0.5,0,0,0,0,01160,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,34.83,2.5,3.0,0,0,0,0,00200,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,-1,4.0,0.085,0,0,0,1,00411,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,20.42,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,33.25,2.5,2.5,0,0,0,1,00000,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,34.08,2.5,1.0,0,0,0,0,00460,16,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,25.25,12.5,1.0,0,0,0,1,00180,1062,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,34.75,2.5,0.5,0,0,0,0,00348,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,27.67,0.75,0.165,0,0,0,1,00220,251,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,47.33,6.5,1.0,0,0,0,1,00000,228,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,34.83,1.25,0.5,0,0,0,1,00160,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,33.25,3.0,2.0,0,0,0,0,00180,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,28.00,3.0,0.75,0,0,0,1,00300,67,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,39.08,4.0,3.0,0,0,0,0,00480,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,42.75,4.085,0.04,0,0,0,0,00108,100,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,26.92,2.25,0.5,0,0,0,1,00640,4000,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,33.75,2.75,0.0,0,0,0,0,00180,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,38.92,1.75,0.5,0,0,0,1,00300,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,62.75,7.0,0.0,0,0,0,0,00000,12,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,-1,32.25,1.5,0.25,0,0,0,1,00372,122,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,26.75,4.5,2.5,0,0,0,0,00200,1210,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,63.33,0.54,0.585,1,1,3,1,00180,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,27.83,1.5,2.25,0,1,1,1,00100,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,26.17,2.0,0.0,0,0,0,1,00276,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,22.17,0.585,0.0,0,0,0,0,00100,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,22.50,11.5,1.5,0,0,0,1,00000,4000,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,30.75,1.585,0.585,0,0,0,1,00000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,36.67,2.0,0.25,0,0,0,1,00221,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,16.00,0.165,1.0,0,1,2,1,00320,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,41.17,1.335,0.165,0,0,0,0,00168,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,19.50,0.165,0.04,0,0,0,1,00380,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,32.42,3.0,0.165,0,0,0,1,00120,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,36.75,4.71,0.0,0,0,0,0,00160,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,30.25,5.5,5.5,0,0,0,1,00100,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,23.08,2.5,0.085,0,0,0,1,00100,4208,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,26.83,0.54,0.0,0,0,0,0,00100,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,16.92,0.335,0.29,0,0,0,0,00200,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,24.42,2.0,0.165,0,1,2,0,00320,1300,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,42.83,1.25,13.875,0,1,1,1,00352,112,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.75,6.165,0.165,0,0,0,0,00220,1000,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,39.42,1.71,0.165,0,0,0,0,00400,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,23.58,11.5,3.0,0,0,0,1,00020,16,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,21.42,0.75,0.75,0,0,0,1,00132,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,33.00,2.5,7.0,0,0,0,1,00280,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,26.33,13.0,0.0,0,0,0,1,00140,1110,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,45.00,4.585,1.0,0,0,0,1,00240,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,26.25,1.54,0.125,0,0,0,0,00100,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,-1,28.17,0.585,0.04,0,0,0,0,00260,1004,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,20.83,0.5,1.0,0,0,0,0,00260,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
0,1,28.67,14.5,0.125,0,0,0,0,00000,286,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,20.67,0.835,2.0,0,0,0,1,00240,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,34.42,1.335,0.125,0,0,0,1,00440,4500,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,33.58,0.25,4.0,0,0,0,1,00420,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,43.17,5.0,2.25,0,0,0,1,00141,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,22.67,7.0,0.165,0,0,0,0,00160,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,24.33,2.5,4.5,0,0,0,0,00200,456,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,56.83,4.25,5.0,0,0,0,1,00000,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,22.08,11.46,1.585,0,0,0,1,00100,1212,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,34.00,5.5,1.5,0,0,0,1,00060,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,22.58,1.5,0.54,0,0,0,1,00120,67,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,21.17,0.0,0.5,0,0,0,1,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,26.67,14.585,0.0,0,0,0,1,00178,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,22.92,0.17,0.085,0,0,0,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,15.17,7.0,1.0,0,0,0,0,00600,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,39.92,5.0,0.21,0,0,0,0,00550,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,27.42,12.5,0.25,0,0,0,1,00720,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,1,24.75,0.54,1.0,0,0,0,1,00120,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,41.17,1.25,0.25,0,0,0,0,00000,195,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,33.08,1.625,0.54,0,0,0,1,00000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,29.83,2.04,0.04,0,0,0,0,00128,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,23.58,0.585,0.125,0,0,0,0,00120,87,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,26.17,12.5,1.25,0,0,0,1,00000,17,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,31.00,2.085,0.085,0,0,0,0,00300,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,20.75,5.085,0.29,0,0,0,0,00140,184,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,28.92,0.375,0.29,0,0,0,0,00220,140,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,51.92,6.5,3.085,0,0,0,1,00073,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,22.67,0.335,0.75,0,0,0,0,00160,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,34.00,5.085,1.085,0,0,0,1,00480,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,69.50,6.0,0.0,0,0,0,0,00000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,40.33,8.125,0.165,0,1,2,0,-1,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,19.58,0.665,1.0,0,1,1,0,02000,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,16.00,3.125,0.085,0,1,1,0,00000,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,17.08,0.25,0.335,0,1,4,0,00160,8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,31.25,2.835,0.0,0,1,5,0,00176,146,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,25.17,3.0,1.25,0,1,1,0,00000,22,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.67,0.79,0.085,0,0,0,0,00144,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,40.58,1.5,0.0,0,0,0,0,00300,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,22.25,0.46,0.125,0,0,0,1,00280,55,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.25,1.25,3.25,0,0,0,0,00280,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,22.50,0.125,0.125,0,0,0,0,00200,70,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,23.58,1.79,0.54,0,0,0,1,00136,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,38.42,0.705,0.375,0,1,2,0,00225,500,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,26.58,2.54,0.0,0,0,0,1,00180,60,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,35.00,2.5,1.0,0,0,0,1,00210,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,20.42,1.085,1.5,0,0,0,0,00108,7,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,29.42,1.25,1.75,0,0,0,0,00200,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,26.17,0.835,1.165,0,0,0,0,00100,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,33.67,2.165,1.5,0,0,0,0,00120,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,1,24.58,1.25,0.25,0,0,0,0,00110,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,27.67,2.04,0.25,0,0,0,1,00180,50,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,37.50,0.835,0.04,0,0,0,0,00120,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,49.17,2.29,0.29,0,0,0,0,00200,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,33.58,0.335,0.085,0,0,0,0,00180,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,51.83,3.0,1.5,0,0,0,0,00180,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,22.92,3.165,0.165,0,0,0,0,00160,1058,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,21.83,1.54,0.085,0,0,0,1,00356,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,25.25,1.0,0.5,0,0,0,0,00200,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,58.58,2.71,2.415,0,0,0,1,00320,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,19.00,0.0,0.0,0,1,4,0,00045,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,19.58,0.585,0.0,0,1,3,0,00350,769,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,53.33,0.165,0.0,0,0,0,1,00062,27,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,27.17,1.25,0.0,0,1,1,0,00092,300,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,25.92,0.875,0.375,0,1,2,1,00174,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,23.08,0.0,1.0,0,1,11,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,39.58,5.0,0.0,0,1,2,0,00017,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,30.58,2.71,0.125,0,0,0,1,00080,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,17.25,3.0,0.04,0,0,0,1,00160,40,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,17.67,0.0,0.0,0,0,0,0,00086,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0,0,-1,11.25,0.0,0,0,0,0,-1,5200,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,16.50,0.125,0.165,0,0,0,0,00132,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,27.33,1.665,0.0,0,0,0,0,00340,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,31.25,1.125,0.0,0,1,1,0,00096,19,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,20.00,7.0,0.5,0,0,0,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,-1,3.0,7.0,0,0,0,0,00000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,39.50,1.625,1.5,0,0,0,0,00000,316,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,36.50,4.25,3.5,0,0,0,0,00454,50,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,-1,29.75,0.665,0.25,0,0,0,1,00300,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,52.42,1.5,3.75,0,0,0,1,00000,350,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,36.17,18.125,0.085,0,0,0,0,00320,3552,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,34.58,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,29.67,0.75,0.04,0,0,0,0,00240,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,36.17,5.5,5.0,0,0,0,0,00210,687,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,25.67,0.29,1.5,0,0,0,1,00160,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,24.50,2.415,0.0,0,0,0,0,00120,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,24.08,0.875,0.085,0,1,4,0,00254,1950,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.92,0.5,0.125,0,0,0,0,00360,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,36.58,0.29,0.0,0,1,10,0,00200,18,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,23.00,1.835,0.0,0,1,1,0,00200,53,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,27.58,3.0,2.79,0,1,1,1,00280,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
